,country,indicator,date,year_week,value,source,url
5478,Cyprus,Weekly new ICU admissions per 100k,2021-03-07,2021-W09,1.01350780682541,TESSy COVID-19,
5479,Cyprus,Weekly new ICU admissions per 100k,2021-03-14,2021-W10,2.70268748486777,TESSy COVID-19,
5480,Cyprus,Weekly new ICU admissions per 100k,2021-03-21,2021-W11,2.02701561365082,TESSy COVID-19,
5481,Cyprus,Weekly new ICU admissions per 100k,2021-03-28,2021-W12,2.70268748486777,TESSy COVID-19,
5482,Cyprus,Weekly new ICU admissions per 100k,2021-04-04,2021-W13,2.3648515492593,TESSy COVID-19,
5483,Cyprus,Weekly new ICU admissions per 100k,2021-04-11,2021-W14,2.70268748486777,TESSy COVID-19,
5484,Cyprus,Weekly new ICU admissions per 100k,2021-04-18,2021-W15,3.04052342047624,TESSy COVID-19,
5485,Cyprus,Weekly new ICU admissions per 100k,2021-04-25,2021-W16,2.70268748486777,TESSy COVID-19,
5486,Cyprus,Weekly new ICU admissions per 100k,2021-05-02,2021-W17,2.47746352779545,TESSy COVID-19,
5487,Cyprus,Weekly new ICU admissions per 100k,2021-05-09,2021-W18,2.02701561365082,TESSy COVID-19,
5488,Cyprus,Weekly new ICU admissions per 100k,2021-05-16,2021-W19,1.80179165657851,TESSy COVID-19,
5489,Cyprus,Weekly new ICU admissions per 100k,2021-05-23,2021-W20,1.46395572097004,TESSy COVID-19,
5490,Cyprus,Weekly new ICU admissions per 100k,2021-05-30,2021-W21,0.563059892680785,TESSy COVID-19,
5491,Cyprus,Weekly new ICU admissions per 100k,2021-06-06,2021-W22,0.112611978536157,TESSy COVID-19,
5492,Cyprus,Weekly new ICU admissions per 100k,2021-06-13,2021-W23,0.563059892680785,TESSy COVID-19,
5493,Cyprus,Weekly new ICU admissions per 100k,2021-06-20,2021-W24,0.900895828289255,TESSy COVID-19,
5494,Cyprus,Weekly new ICU admissions per 100k,2021-06-27,2021-W25,0.225223957072314,TESSy COVID-19,
5495,Cyprus,Weekly new ICU admissions per 100k,2021-07-04,2021-W26,1.23873176389773,TESSy COVID-19,
5496,Cyprus,Weekly new ICU admissions per 100k,2021-07-11,2021-W27,1.12611978536157,TESSy COVID-19,
5497,Cyprus,Weekly new ICU admissions per 100k,2021-07-18,2021-W28,2.47746352779545,TESSy COVID-19,
5498,Cyprus,Weekly new ICU admissions per 100k,2021-07-25,2021-W29,2.92791144194008,TESSy COVID-19,
5499,Cyprus,Weekly new ICU admissions per 100k,2021-08-01,2021-W30,3.49097133462086,TESSy COVID-19,
5500,Cyprus,Weekly new ICU admissions per 100k,2021-08-08,2021-W31,3.49097133462086,TESSy COVID-19,
5501,Cyprus,Weekly new ICU admissions per 100k,2021-08-15,2021-W32,3.49097133462086,TESSy COVID-19,
5502,Cyprus,Weekly new ICU admissions per 100k,2021-08-22,2021-W33,2.13962759218698,TESSy COVID-19,
5503,Cyprus,Weekly new ICU admissions per 100k,2021-08-29,2021-W34,1.23873176389773,TESSy COVID-19,
5504,Cyprus,Weekly new ICU admissions per 100k,2021-09-05,2021-W35,1.01350780682541,TESSy COVID-19,
5505,Cyprus,Weekly new ICU admissions per 100k,2021-09-12,2021-W36,1.5765676995062,TESSy COVID-19,
5506,Cyprus,Weekly new ICU admissions per 100k,2021-09-19,2021-W37,1.46395572097004,TESSy COVID-19,
5507,Cyprus,Weekly new ICU admissions per 100k,2021-09-26,2021-W38,1.68917967804235,TESSy COVID-19,
5508,Cyprus,Weekly new ICU admissions per 100k,2021-10-03,2021-W39,0.563059892680785,TESSy COVID-19,
5509,Cyprus,Weekly new ICU admissions per 100k,2021-10-10,2021-W40,0.450447914144628,TESSy COVID-19,
5510,Cyprus,Weekly new ICU admissions per 100k,2021-10-17,2021-W41,0.675671871216941,TESSy COVID-19,
5511,Cyprus,Weekly new ICU admissions per 100k,2021-10-24,2021-W42,0.788283849753098,TESSy COVID-19,
6813,Czechia,Weekly new ICU admissions per 100k,2020-01-05,2020-W01,0.0,TESSy COVID-19,
6814,Czechia,Weekly new ICU admissions per 100k,2020-01-12,2020-W02,0.0,TESSy COVID-19,
6815,Czechia,Weekly new ICU admissions per 100k,2020-01-19,2020-W03,0.0,TESSy COVID-19,
6816,Czechia,Weekly new ICU admissions per 100k,2020-01-26,2020-W04,0.0,TESSy COVID-19,
6817,Czechia,Weekly new ICU admissions per 100k,2020-02-02,2020-W05,0.0,TESSy COVID-19,
6818,Czechia,Weekly new ICU admissions per 100k,2020-02-09,2020-W06,0.0,TESSy COVID-19,
6819,Czechia,Weekly new ICU admissions per 100k,2020-02-16,2020-W07,0.0,TESSy COVID-19,
6820,Czechia,Weekly new ICU admissions per 100k,2020-02-23,2020-W08,0.0,TESSy COVID-19,
6821,Czechia,Weekly new ICU admissions per 100k,2020-03-01,2020-W09,0.0,TESSy COVID-19,
6822,Czechia,Weekly new ICU admissions per 100k,2020-03-08,2020-W10,0.0,TESSy COVID-19,
6823,Czechia,Weekly new ICU admissions per 100k,2020-03-15,2020-W11,0.0,TESSy COVID-19,
6824,Czechia,Weekly new ICU admissions per 100k,2020-03-22,2020-W12,0.27118164784744,TESSy COVID-19,
6825,Czechia,Weekly new ICU admissions per 100k,2020-03-29,2020-W13,0.832247126152487,TESSy COVID-19,
6826,Czechia,Weekly new ICU admissions per 100k,2020-04-05,2020-W14,1.19693968705077,TESSy COVID-19,
6827,Czechia,Weekly new ICU admissions per 100k,2020-04-12,2020-W15,1.36525933054228,TESSy COVID-19,
6828,Czechia,Weekly new ICU admissions per 100k,2020-04-19,2020-W16,1.21564186966094,TESSy COVID-19,
6829,Czechia,Weekly new ICU admissions per 100k,2020-04-26,2020-W17,1.10342877399993,TESSy COVID-19,
6830,Czechia,Weekly new ICU admissions per 100k,2020-05-03,2020-W18,0.729385121796562,TESSy COVID-19,
6831,Czechia,Weekly new ICU admissions per 100k,2020-05-10,2020-W19,0.570416569610132,TESSy COVID-19,
6832,Czechia,Weekly new ICU admissions per 100k,2020-05-17,2020-W20,0.439501291338954,TESSy COVID-19,
6833,Czechia,Weekly new ICU admissions per 100k,2020-05-24,2020-W21,0.299234921762692,TESSy COVID-19,
6834,Czechia,Weekly new ICU admissions per 100k,2020-05-31,2020-W22,0.196372917406767,TESSy COVID-19,
6835,Czechia,Weekly new ICU admissions per 100k,2020-06-07,2020-W23,0.15896855218643,TESSy COVID-19,
6836,Czechia,Weekly new ICU admissions per 100k,2020-06-14,2020-W24,0.149617460881346,TESSy COVID-19,
6837,Czechia,Weekly new ICU admissions per 100k,2020-06-21,2020-W25,0.130915278271178,TESSy COVID-19,
6838,Czechia,Weekly new ICU admissions per 100k,2020-06-28,2020-W26,0.149617460881346,TESSy COVID-19,
6839,Czechia,Weekly new ICU admissions per 100k,2020-07-05,2020-W27,0.168319643491514,TESSy COVID-19,
6840,Czechia,Weekly new ICU admissions per 100k,2020-07-12,2020-W28,0.215075100016935,TESSy COVID-19,
6841,Czechia,Weekly new ICU admissions per 100k,2020-07-19,2020-W29,0.168319643491514,TESSy COVID-19,
6842,Czechia,Weekly new ICU admissions per 100k,2020-07-26,2020-W30,0.168319643491514,TESSy COVID-19,
6843,Czechia,Weekly new ICU admissions per 100k,2020-08-02,2020-W31,0.205724008711851,TESSy COVID-19,
6844,Czechia,Weekly new ICU admissions per 100k,2020-08-09,2020-W32,0.27118164784744,TESSy COVID-19,
6845,Czechia,Weekly new ICU admissions per 100k,2020-08-16,2020-W33,0.299234921762692,TESSy COVID-19,
6846,Czechia,Weekly new ICU admissions per 100k,2020-08-23,2020-W34,0.383394743508449,TESSy COVID-19,
6847,Czechia,Weekly new ICU admissions per 100k,2020-08-30,2020-W35,0.542363295694879,TESSy COVID-19,
6848,Czechia,Weekly new ICU admissions per 100k,2020-09-06,2020-W36,0.710682939186393,TESSy COVID-19,
6849,Czechia,Weekly new ICU admissions per 100k,2020-09-13,2020-W37,0.944460221813496,TESSy COVID-19,
6850,Czechia,Weekly new ICU admissions per 100k,2020-09-20,2020-W38,1.67384534361006,TESSy COVID-19,
6851,Czechia,Weekly new ICU admissions per 100k,2020-09-27,2020-W39,2.7118164784744,TESSy COVID-19,
6852,Czechia,Weekly new ICU admissions per 100k,2020-10-04,2020-W40,3.98356489596584,TESSy COVID-19,
6853,Czechia,Weekly new ICU admissions per 100k,2020-10-11,2020-W41,6.50835954833855,TESSy COVID-19,
6854,Czechia,Weekly new ICU admissions per 100k,2020-10-18,2020-W42,9.0705585659316,TESSy COVID-19,
6855,Czechia,Weekly new ICU admissions per 100k,2020-10-25,2020-W43,13.2411452879991,TESSy COVID-19,
6856,Czechia,Weekly new ICU admissions per 100k,2020-11-01,2020-W44,16.672995796965,TESSy COVID-19,
6857,Czechia,Weekly new ICU admissions per 100k,2020-11-08,2020-W45,18.8237467971343,TESSy COVID-19,
6858,Czechia,Weekly new ICU admissions per 100k,2020-11-15,2020-W46,17.3275721883209,TESSy COVID-19,
6859,Czechia,Weekly new ICU admissions per 100k,2020-11-22,2020-W47,15.2609810098973,TESSy COVID-19,
6860,Czechia,Weekly new ICU admissions per 100k,2020-11-29,2020-W48,13.1663365575585,TESSy COVID-19,
6861,Czechia,Weekly new ICU admissions per 100k,2020-12-06,2020-W49,11.4363846661179,TESSy COVID-19,
6862,Czechia,Weekly new ICU admissions per 100k,2020-12-13,2020-W50,11.2680650226264,TESSy COVID-19,
6863,Czechia,Weekly new ICU admissions per 100k,2020-12-20,2020-W51,11.6795130400501,TESSy COVID-19,
6864,Czechia,Weekly new ICU admissions per 100k,2020-12-27,2020-W52,12.9606125488466,TESSy COVID-19,
6865,Czechia,Weekly new ICU admissions per 100k,2021-01-03,2020-W53,15.9342595838634,TESSy COVID-19,
6866,Czechia,Weekly new ICU admissions per 100k,2021-01-10,2021-W01,18.2813835014395,TESSy COVID-19,
6867,Czechia,Weekly new ICU admissions per 100k,2021-01-17,2021-W02,18.7489380666937,TESSy COVID-19,
6868,Czechia,Weekly new ICU admissions per 100k,2021-01-24,2021-W03,17.4023809187616,TESSy COVID-19,
6869,Czechia,Weekly new ICU admissions per 100k,2021-01-31,2021-W04,16.5327294273887,TESSy COVID-19,
6870,Czechia,Weekly new ICU admissions per 100k,2021-02-07,2021-W05,17.4584874665921,TESSy COVID-19,
6871,Czechia,Weekly new ICU admissions per 100k,2021-02-14,2021-W06,17.9727974883717,TESSy COVID-19,
6872,Czechia,Weekly new ICU admissions per 100k,2021-02-21,2021-W07,19.786909201558,TESSy COVID-19,
6873,Czechia,Weekly new ICU admissions per 100k,2021-02-28,2021-W08,22.6296409583036,TESSy COVID-19,
6874,Czechia,Weekly new ICU admissions per 100k,2021-03-07,2021-W09,26.126949106405,TESSy COVID-19,
6875,Czechia,Weekly new ICU admissions per 100k,2021-03-14,2021-W10,27.9223586369812,TESSy COVID-19,
6876,Czechia,Weekly new ICU admissions per 100k,2021-03-21,2021-W11,27.6324748065236,TESSy COVID-19,
6877,Czechia,Weekly new ICU admissions per 100k,2021-03-28,2021-W12,26.014736010744,TESSy COVID-19,
6878,Czechia,Weekly new ICU admissions per 100k,2021-04-04,2021-W13,22.7325029626595,TESSy COVID-19,
6879,Czechia,Weekly new ICU admissions per 100k,2021-04-11,2021-W14,19.3567590015241,TESSy COVID-19,
6880,Czechia,Weekly new ICU admissions per 100k,2021-04-18,2021-W15,15.7752910316769,TESSy COVID-19,
6881,Czechia,Weekly new ICU admissions per 100k,2021-04-25,2021-W16,12.7735907227449,TESSy COVID-19,
6882,Czechia,Weekly new ICU admissions per 100k,2021-05-02,2021-W17,9.76253932250782,TESSy COVID-19,
6883,Czechia,Weekly new ICU admissions per 100k,2021-05-09,2021-W18,7.35930885710121,TESSy COVID-19,
6884,Czechia,Weekly new ICU admissions per 100k,2021-05-16,2021-W19,5.47038841347421,TESSy COVID-19,
6885,Czechia,Weekly new ICU admissions per 100k,2021-05-23,2021-W20,3.70303215681331,TESSy COVID-19,
6886,Czechia,Weekly new ICU admissions per 100k,2021-05-30,2021-W21,2.16945318277952,TESSy COVID-19,
6887,Czechia,Weekly new ICU admissions per 100k,2021-06-06,2021-W22,1.37461042184737,TESSy COVID-19,
6888,Czechia,Weekly new ICU admissions per 100k,2021-06-13,2021-W23,0.729385121796562,TESSy COVID-19,
6889,Czechia,Weekly new ICU admissions per 100k,2021-06-20,2021-W24,0.486256747864374,TESSy COVID-19,
6890,Czechia,Weekly new ICU admissions per 100k,2021-06-27,2021-W25,0.233777282627103,TESSy COVID-19,
6891,Czechia,Weekly new ICU admissions per 100k,2021-07-04,2021-W26,0.205724008711851,TESSy COVID-19,
6892,Czechia,Weekly new ICU admissions per 100k,2021-07-11,2021-W27,0.149617460881346,TESSy COVID-19,
6893,Czechia,Weekly new ICU admissions per 100k,2021-07-18,2021-W28,0.168319643491514,TESSy COVID-19,
6894,Czechia,Weekly new ICU admissions per 100k,2021-07-25,2021-W29,0.177670734796598,TESSy COVID-19,
6895,Czechia,Weekly new ICU admissions per 100k,2021-08-01,2021-W30,0.196372917406767,TESSy COVID-19,
6896,Czechia,Weekly new ICU admissions per 100k,2021-08-08,2021-W31,0.243128373932187,TESSy COVID-19,
6897,Czechia,Weekly new ICU admissions per 100k,2021-08-15,2021-W32,0.261830556542355,TESSy COVID-19,
6898,Czechia,Weekly new ICU admissions per 100k,2021-08-22,2021-W33,0.308586013067776,TESSy COVID-19,
6899,Czechia,Weekly new ICU admissions per 100k,2021-08-29,2021-W34,0.261830556542355,TESSy COVID-19,
6900,Czechia,Weekly new ICU admissions per 100k,2021-09-05,2021-W35,0.233777282627103,TESSy COVID-19,
6901,Czechia,Weekly new ICU admissions per 100k,2021-09-12,2021-W36,0.392745834813533,TESSy COVID-19,
6902,Czechia,Weekly new ICU admissions per 100k,2021-09-19,2021-W37,0.626523117440636,TESSy COVID-19,
6903,Czechia,Weekly new ICU admissions per 100k,2021-09-26,2021-W38,0.63587420874572,TESSy COVID-19,
6904,Czechia,Weekly new ICU admissions per 100k,2021-10-03,2021-W39,0.757438395711814,TESSy COVID-19,
6905,Czechia,Weekly new ICU admissions per 100k,2021-10-10,2021-W40,1.13148204791518,TESSy COVID-19,
6906,Czechia,Weekly new ICU admissions per 100k,2021-10-17,2021-W41,1.60838770447447,TESSy COVID-19,
6907,Czechia,Weekly new ICU admissions per 100k,2021-10-24,2021-W42,2.34712391757612,TESSy COVID-19,
9439,Estonia,Weekly new ICU admissions per 100k,2020-03-29,2020-W13,3.91278698787638,TESSy COVID-19,
9440,Estonia,Weekly new ICU admissions per 100k,2020-04-26,2020-W17,0.601967228904059,TESSy COVID-19,
9441,Estonia,Weekly new ICU admissions per 100k,2020-05-03,2020-W18,0.601967228904059,TESSy COVID-19,
9442,Estonia,Weekly new ICU admissions per 100k,2020-05-10,2020-W19,0.376229518065037,TESSy COVID-19,
9443,Estonia,Weekly new ICU admissions per 100k,2020-05-17,2020-W20,0.376229518065037,TESSy COVID-19,
9444,Estonia,Weekly new ICU admissions per 100k,2020-05-24,2020-W21,0.0752459036130073,TESSy COVID-19,
9445,Estonia,Weekly new ICU admissions per 100k,2020-05-31,2020-W22,0.0752459036130073,TESSy COVID-19,
9446,Estonia,Weekly new ICU admissions per 100k,2020-06-07,2020-W23,0.0,TESSy COVID-19,
9447,Estonia,Weekly new ICU admissions per 100k,2020-06-14,2020-W24,0.0,TESSy COVID-19,
9448,Estonia,Weekly new ICU admissions per 100k,2020-06-28,2020-W26,0.0752459036130073,TESSy COVID-19,
9449,Estonia,Weekly new ICU admissions per 100k,2020-07-05,2020-W27,0.0752459036130073,TESSy COVID-19,
9450,Estonia,Weekly new ICU admissions per 100k,2020-07-12,2020-W28,0.150491807226015,TESSy COVID-19,
9451,Estonia,Weekly new ICU admissions per 100k,2020-07-19,2020-W29,0.0752459036130073,TESSy COVID-19,
9452,Estonia,Weekly new ICU admissions per 100k,2020-07-26,2020-W30,0.0,TESSy COVID-19,
9453,Estonia,Weekly new ICU admissions per 100k,2020-08-02,2020-W31,0.0,TESSy COVID-19,
9454,Estonia,Weekly new ICU admissions per 100k,2020-08-09,2020-W32,0.0752459036130073,TESSy COVID-19,
9455,Estonia,Weekly new ICU admissions per 100k,2020-08-16,2020-W33,0.0,TESSy COVID-19,
9456,Estonia,Weekly new ICU admissions per 100k,2020-08-23,2020-W34,0.0,TESSy COVID-19,
9457,Estonia,Weekly new ICU admissions per 100k,2020-08-30,2020-W35,0.0,TESSy COVID-19,
9458,Estonia,Weekly new ICU admissions per 100k,2020-09-06,2020-W36,0.0,TESSy COVID-19,
9459,Estonia,Weekly new ICU admissions per 100k,2020-09-13,2020-W37,0.0752459036130073,TESSy COVID-19,
9460,Estonia,Weekly new ICU admissions per 100k,2020-09-20,2020-W38,0.225737710839022,TESSy COVID-19,
9461,Estonia,Weekly new ICU admissions per 100k,2020-09-27,2020-W39,0.225737710839022,TESSy COVID-19,
9462,Estonia,Weekly new ICU admissions per 100k,2020-10-04,2020-W40,0.300983614452029,TESSy COVID-19,
9463,Estonia,Weekly new ICU admissions per 100k,2020-10-11,2020-W41,0.300983614452029,TESSy COVID-19,
9464,Estonia,Weekly new ICU admissions per 100k,2020-10-18,2020-W42,0.150491807226015,TESSy COVID-19,
9465,Estonia,Weekly new ICU admissions per 100k,2020-10-25,2020-W43,0.300983614452029,TESSy COVID-19,
9466,Estonia,Weekly new ICU admissions per 100k,2020-11-01,2020-W44,0.225737710839022,TESSy COVID-19,
9467,Estonia,Weekly new ICU admissions per 100k,2020-11-08,2020-W45,0.300983614452029,TESSy COVID-19,
9468,Estonia,Weekly new ICU admissions per 100k,2020-11-15,2020-W46,0.601967228904059,TESSy COVID-19,
9469,Estonia,Weekly new ICU admissions per 100k,2020-11-22,2020-W47,0.601967228904059,TESSy COVID-19,
9470,Estonia,Weekly new ICU admissions per 100k,2020-11-29,2020-W48,0.902950843356088,TESSy COVID-19,
9471,Estonia,Weekly new ICU admissions per 100k,2020-12-06,2020-W49,1.12868855419511,TESSy COVID-19,
9472,Estonia,Weekly new ICU admissions per 100k,2020-12-13,2020-W50,1.42967216864714,TESSy COVID-19,
9473,Estonia,Weekly new ICU admissions per 100k,2020-12-20,2020-W51,1.50491807226015,TESSy COVID-19,
9474,Estonia,Weekly new ICU admissions per 100k,2020-12-27,2020-W52,2.18213120477721,TESSy COVID-19,
9475,Estonia,Weekly new ICU admissions per 100k,2021-01-03,2020-W53,2.48311481922924,TESSy COVID-19,
9476,Estonia,Weekly new ICU admissions per 100k,2021-01-10,2021-W01,2.33262301200323,TESSy COVID-19,
9477,Estonia,Weekly new ICU admissions per 100k,2021-01-17,2021-W02,2.18213120477721,TESSy COVID-19,
9478,Estonia,Weekly new ICU admissions per 100k,2021-01-24,2021-W03,2.40786891561623,TESSy COVID-19,
9479,Estonia,Weekly new ICU admissions per 100k,2021-01-31,2021-W04,1.95639349393819,TESSy COVID-19,
9480,Estonia,Weekly new ICU admissions per 100k,2021-02-07,2021-W05,1.58016397587315,TESSy COVID-19,
9481,Estonia,Weekly new ICU admissions per 100k,2021-02-14,2021-W06,1.65540987948616,TESSy COVID-19,
9482,Estonia,Weekly new ICU admissions per 100k,2021-02-21,2021-W07,2.1068853011642,TESSy COVID-19,
9483,Estonia,Weekly new ICU admissions per 100k,2021-02-28,2021-W08,2.1068853011642,TESSy COVID-19,
9484,Estonia,Weekly new ICU admissions per 100k,2021-03-07,2021-W09,3.00983614452029,TESSy COVID-19,
9485,Estonia,Weekly new ICU admissions per 100k,2021-03-14,2021-W10,3.91278698787638,TESSy COVID-19,
9486,Estonia,Weekly new ICU admissions per 100k,2021-03-21,2021-W11,4.28901650594142,TESSy COVID-19,
9487,Estonia,Weekly new ICU admissions per 100k,2021-03-28,2021-W12,3.83754108426337,TESSy COVID-19,
9488,Estonia,Weekly new ICU admissions per 100k,2021-04-11,2021-W14,3.98803289148939,TESSy COVID-19,
9489,Estonia,Weekly new ICU admissions per 100k,2021-04-18,2021-W15,3.00983614452029,TESSy COVID-19,
9490,Estonia,Weekly new ICU admissions per 100k,2021-04-25,2021-W16,3.0850820481333,TESSy COVID-19,
9491,Estonia,Weekly new ICU admissions per 100k,2021-05-02,2021-W17,3.16032795174631,TESSy COVID-19,
9492,Estonia,Weekly new ICU admissions per 100k,2021-05-09,2021-W18,2.33262301200323,TESSy COVID-19,
9493,Estonia,Weekly new ICU admissions per 100k,2021-05-16,2021-W19,2.18213120477721,TESSy COVID-19,
9494,Estonia,Weekly new ICU admissions per 100k,2021-05-23,2021-W20,1.50491807226015,TESSy COVID-19,
9495,Estonia,Weekly new ICU admissions per 100k,2021-05-30,2021-W21,0.601967228904059,TESSy COVID-19,
9496,Estonia,Weekly new ICU admissions per 100k,2021-06-06,2021-W22,0.526721325291051,TESSy COVID-19,
9497,Estonia,Weekly new ICU admissions per 100k,2021-06-13,2021-W23,0.376229518065037,TESSy COVID-19,
9498,Estonia,Weekly new ICU admissions per 100k,2021-06-20,2021-W24,0.225737710839022,TESSy COVID-19,
9499,Estonia,Weekly new ICU admissions per 100k,2021-06-27,2021-W25,0.300983614452029,TESSy COVID-19,
9500,Estonia,Weekly new ICU admissions per 100k,2021-07-04,2021-W26,0.300983614452029,TESSy COVID-19,
9501,Estonia,Weekly new ICU admissions per 100k,2021-07-11,2021-W27,0.150491807226015,TESSy COVID-19,
9502,Estonia,Weekly new ICU admissions per 100k,2021-07-18,2021-W28,0.0752459036130073,TESSy COVID-19,
9503,Estonia,Weekly new ICU admissions per 100k,2021-07-25,2021-W29,0.150491807226015,TESSy COVID-19,
9504,Estonia,Weekly new ICU admissions per 100k,2021-08-01,2021-W30,0.150491807226015,TESSy COVID-19,
9505,Estonia,Weekly new ICU admissions per 100k,2021-08-08,2021-W31,0.0752459036130073,TESSy COVID-19,
9506,Estonia,Weekly new ICU admissions per 100k,2021-08-15,2021-W32,0.451475421678044,TESSy COVID-19,
9507,Estonia,Weekly new ICU admissions per 100k,2021-08-22,2021-W33,0.82770493974308,TESSy COVID-19,
9508,Estonia,Weekly new ICU admissions per 100k,2021-08-29,2021-W34,0.752459036130073,TESSy COVID-19,
9509,Estonia,Weekly new ICU admissions per 100k,2021-09-05,2021-W35,0.82770493974308,TESSy COVID-19,
9510,Estonia,Weekly new ICU admissions per 100k,2021-09-12,2021-W36,0.752459036130073,TESSy COVID-19,
9511,Estonia,Weekly new ICU admissions per 100k,2021-09-19,2021-W37,0.978196746969095,TESSy COVID-19,
9512,Estonia,Weekly new ICU admissions per 100k,2021-09-26,2021-W38,1.0534426505821,TESSy COVID-19,
9513,Estonia,Weekly new ICU admissions per 100k,2021-10-03,2021-W39,0.978196746969095,TESSy COVID-19,
9514,Estonia,Weekly new ICU admissions per 100k,2021-10-10,2021-W40,1.50491807226015,TESSy COVID-19,
9515,Estonia,Weekly new ICU admissions per 100k,2021-10-17,2021-W41,1.27918036142112,TESSy COVID-19,
9516,Estonia,Weekly new ICU admissions per 100k,2021-10-24,2021-W42,2.48311481922924,TESSy COVID-19,
11646,France,Weekly new ICU admissions per 100k,2020-03-01,2020-W09,0.0,TESSy COVID-19,
11647,France,Weekly new ICU admissions per 100k,2020-03-08,2020-W10,0.0,TESSy COVID-19,
11648,France,Weekly new ICU admissions per 100k,2020-03-15,2020-W11,0.429291551886881,TESSy COVID-19,
11649,France,Weekly new ICU admissions per 100k,2020-03-22,2020-W12,2.56832212184227,TESSy COVID-19,
11650,France,Weekly new ICU admissions per 100k,2020-03-29,2020-W13,5.56445035767562,TESSy COVID-19,
11651,France,Weekly new ICU admissions per 100k,2020-04-05,2020-W14,5.92392632845979,TESSy COVID-19,
11652,France,Weekly new ICU admissions per 100k,2020-04-12,2020-W15,3.76558506585897,TESSy COVID-19,
11653,France,Weekly new ICU admissions per 100k,2020-04-19,2020-W16,2.28460348374402,TESSy COVID-19,
11654,France,Weekly new ICU admissions per 100k,2020-04-26,2020-W17,1.52405928109322,TESSy COVID-19,
